data	data	3498.57	6175.41	6953.83	4296.08	8815.71	5445.23	4467.03	5379.83	3088.57	4137.72	1400.13	1994.66	3783.75	3938.41	2249.89	1467.31	2759.65	1355.32	2073.83	1618.66	3379.18	2375.87	2413.19	2262.51	2999	1906.58	4450.02	9422.25	615.619	1786.3	1189.2	1209.38	1425.58	2352.16	3253.41	932.666	3388.84	1597.32	2650.3	2642.34	775.825	778.668	1880.42	1461.85	1870.41	1948.8	2214.13	5170.88	1505.01	734.655	2830.43	1651.64	3112.23	2649.9	1462.3	3749.28	5170.76	2479.18	4141.45	4586.28	1514.05	2385.37	2667.74	3423.86	875.268	2833.35	803.602	892.722	1998.52	3608.52	1614.28	1859.9	2251.38	2806.77	1808.47	3235.58	2678.21	1761.25	3086.52	1720.95	2886.01	2390.31	1441.01	1958.38	3991.99	3075.54	2622.3	3502.44	3550.69	3044.52	3282.9	2039.17	2390.92	1494.66	2516.46	1412.5	2986.51	2253.57	3441.52	2356.48	2301.19	1968.91	8396.17	6971.08	6414.55	6816	4542.56	5227.85	936.569	2065.91	1236.97	1995.88	1275.47	1341.66	649.026	1718.43	924.472	2344.46	1235.95	847.108	2802.54	1420.62	1611.13	1779.38	5218.13	5854.08	3008.89	4034.1	3133.88	2183.55	3556.52	4229.88	2597.22	5078.84	6107.89	3245.64	3151.02	3506.88	3582.82	3490.85	5188.1	4605.6	5663.15	2502.36	2548.47	2874.85	1328.95	3840.99	929.772	2055.86	5421.69	6381.61	914.214	2379.48	2704.06	3107	1730.31	1681.97	2539.08	2273.95	4859.5	3988.5	836.372	1181.88	1195.3	1345.93	1401.91	871.973	3415.17	2105.64	265.467	432.185	2849.94	1310.36	567.521	936.214	767.192	1765.66	830.293	948.21	1817.2	2685.61	697.886	541.257	553.005	1016.61	788.213	750.6	3753.39	10191.4	6411.62	9145.87	4723.93	7562.97	4506.19	4643.32	11789	11811.9	3562.81	3576.58	4895.35	4814.29	5329.15	7138.39	4832.43	7649.68	8947.69	7985.58	8665.69	3969.62	1665.81	3697.72	2218.21	4533.61	8918.85	9557.25	8146.31	7690.98	4086.79	6405.23	9074.07	9974.36	8157.72	10436.7	7159.98	4264.17	3784.03	3139.24	8784.16	11815.6	4499.14	3977.72	11636.9	4704.6	4989.89	5949.03	4974.88	2819.16	7502.29	6104.94	7028.1	5518.59	5564.54	3043.88	7984.21	7129.98	
data	data	SFG_L_7_1	SFG_R_7_1	SFG_L_7_2	SFG_R_7_2	SFG_L_7_3	SFG_R_7_3	SFG_L_7_4	SFG_R_7_4	SFG_L_7_5	SFG_R_7_5	SFG_L_7_6	SFG_R_7_6	SFG_L_7_7	SFG_R_7_7	MFG_L_7_1	MFG_R_7_1	MFG_L_7_2	MFG_R_7_2	MFG_L_7_3	MFG_R_7_3	MFG_L_7_4	MFG_R_7_4	MFG_L_7_5	MFG_R_7_5	MFG_L_7_6	MFG_R_7_6	MFG_L_7_7	MFG_R_7_7	IFG_L_6_1	IFG_R_6_1	IFG_L_6_2	IFG_R_6_2	IFG_L_6_3	IFG_R_6_3	IFG_L_6_4	IFG_R_6_4	IFG_L_6_5	IFG_R_6_5	IFG_L_6_6	IFG_R_6_6	OrG_L_6_1	OrG_R_6_1	OrG_L_6_2	OrG_R_6_2	OrG_L_6_3	OrG_R_6_3	OrG_L_6_4	OrG_R_6_4	OrG_L_6_5	OrG_R_6_5	OrG_R_6_6	OrG_R_6_6	PrG_L_6_1	PrG_R_6_1	PrG_L_6_2	PrG_R_6_2	PrG_L_6_3	PrG_R_6_3	PrG_L_6_4	PrG_R_6_4	PrG_L_6_5	PrG_R_6_5	PrG_L_6_6	PrG_R_6_6	PCL_L_2_1	PCL_R_2_1	PCL_L_2_2	PCL_R_2_2	STG_L_6_1	STG_R_6_1	STG_L_6_2	STG_R_6_2	STG_L_6_3	STG_R_6_3	STG_L_6_4	STG_R_6_4	STG_L_6_5	STG_R_6_5	STG_L_6_6	STG_R_6_6	MTG_L_4_1	MTG_R_4_1	MTG_L_4_2	MTG_R_4_2	MTG_L_4_3	MTG_R_4_3	MTG_L_4_4	MTG_R_4_4	ITG_L_7_1	ITG_R_7_1	ITG_L_7_2	ITG_R_7_2	ITG_L_7_3	ITG_R_7_3	ITG_L_7_4	ITG_R_7_4	ITG_L_7_5	ITG_R_7_5	ITG_L_7_6	ITG_R_7_6	ITG_L_7_7	ITG_R_7_7	FuG_L_3_1	FuG_R_3_1	FuG_L_3_2	FuG_R_3_2	FuG_L_3_3	FuG_R_3_3	PhG_L_6_1	PhG_R_6_1	PhG_L_6_2	PhG_R_6_2	PhG_L_6_3	PhG_R_6_3	PhG_L_6_4	PhG_R_6_4	PhG_L_6_5	PhG_R_6_5	PhG_L_6_6	PhG_R_6_6	pSTS_L_2_1	pSTS_R_2_1	pSTS_L_2_2	pSTS_R_2_2	SPL_L_5_1	SPL_R_5_1	SPL_L_5_2	SPL_R_5_2	SPL_L_5_3	SPL_R_5_3	SPL_L_5_4	SPL_R_5_4	SPL_L_5_5	SPL_R_5_5	IPL_L_6_1	IPL_R_6_1	IPL_L_6_2	IPL_R_6_2	IPL_L_6_3	IPL_R_6_3	IPL_L_6_4	IPL_R_6_4	IPL_L_6_5	IPL_R_6_5	IPL_L_6_6	IPL_R_6_6	PCun_L_4_1	PCun_R_4_1	PCun_L_4_2	PCun_R_4_2	PCun_L_4_3	PCun_R_4_3	PCun_L_4_4	PCun_R_4_4	PoG_L_4_1	PoG_R_4_1	PoG_L_4_2	PoG_R_4_2	PoG_L_4_3	PoG_R_4_3	PoG_L_4_4	PoG_R_4_4	INS_L_6_1	INS_R_6_1	INS_L_6_2	INS_R_6_2	INS_L_6_3	INS_R_6_3	INS_L_6_4	INS_R_6_4	INS_L_6_5	INS_R_6_5	INS_L_6_6	INS_R_6_6	CG_L_7_1	CG_R_7_1	CG_L_7_2	CG_R_7_2	CG_L_7_3	CG_R_7_3	CG_L_7_4	CG_R_7_4	CG_L_7_5	CG_R_7_5	CG_L_7_6	CG_R_7_6	CG_L_7_7	CG_R_7_7	MVOcC	MVOcC	MVOcC	MVOcC	MVOcC	MVOcC	MVOcC	MVOcC	MVOcC	MVOcC	LOcC_L_4_1	LOcC_R_4_1	LOcC_L_4_2	LOcC_R_4_2	LOcC_L_4_3	LOcC_R_4_3	LOcC_L_4_4	LOcC_R_4_4	LOcC_L_2_1	LOcC_R_2_1	LOcC_L_2_2	LOcC_R_2_2	Amyg_L_2_1	Amyg_R_2_1	Amyg_L_2_2	Amyg_R_2_2	Hipp_L_2_1	Hipp_R_2_1	Hipp_L_2_2	Hipp_R_2_2	BG_L_6_1	BG_R_6_1	BG_L_6_2	BG_R_6_2	BG_L_6_3	BG_R_6_3	BG_L_6_4	BG_R_6_4	BG_L_6_5	BG_R_6_5	BG_L_6_6	BG_R_6_6	Tha_L_8_1	Tha_R_8_1	Tha_L_8_2	Tha_R_8_2	Tha_L_8_3	Tha_R_8_3	Tha_L_8_4	Tha_R_8_4	Tha_L_8_5	Tha_R_8_5	Tha_L_8_6	Tha_R_8_6	Tha_L_8_7	Tha_R_8_7	Tha_L_8_8	Tha_R_8_8	
3498.57	SFG_L_7_1	0	127.477	372.243	29.7778	25.8772	2.20155	55.9829	4.88636	44.2973	15.5203	17.7812	3.15833	0.275362	0.0526316	0	1.10078	3.14943	0.0697674	0.00980392	0	0.0598291	0.0107527	0.521739	2.56589	0.144928	0.873016	0.022831	0.00980392	1.32184	0	0.174603	0.0268817	0.244444	0.688406	0.0357143	0.030303	0.6875	0.148148	57.5521	0.333333	0	0.0151515	0	0	0	0	0	0.00735294	0.0833333	0.0190476	0.126126	0	0.0208333	0.00766284	0.015873	0.00724638	1.09571	0	1.92105	0.192157	4.375	0.226667	8.11458	0.0326797	1.64228	0.0192308	1.7381	0.0775194	0.0582011	0.657895	0.0945274	0	0.139785	0	0.210526	0	0.195402	0.00617284	0.168582	0	0.359649	0	0.0387597	0	0.0042735	0	0.385057	0.0035461	0.486111	0.003663	0.291139	0.0133333	0.134328	0.00843882	0.266667	0.00343643	0.146341	0.0057971	0.333333	0.0057971	0.0885417	0.0103093	3.42424	0.0126582	0.392361	0.0740741	0.2625	0.0245614	0.00854701	0.0648148	0.0042735	0.037037	0	0	0.114035	0.0990991	0.00462963	0.44	0	0	0.292398	0	0.0114943	0	0.707692	0.166667	0.243781	0.0374532	0.109453	0.0757576	0.92233	0.03663	0.0761905	0.140152	0.380282	0.00387597	0.0285714	0.00775194	0.0266667	0.0205128	0.346667	0.0447761	0.0972222	0.00483092	0.553459	0.015625	10.1232	0.144444	2	0.0520833	7.44928	0.133333	6.39837	0.780142	0	0	0.0187793	0	0	0	2	0.040293	1.19635	0.0795455	0.0761905	0.0185185	3.61765	0.0185185	8.39394	0.0871212	0.222222	0	38.3636	0.0308642	0.216667	0.0666667	0.942029	4.225	0.0434783	3.4	0.238095	0.298851	4.44048	4.44444	6.68889	1.46667	0	0.24	0.350168	0.381526	0.65098	0.011396	2.82051	0.00869565	0.113333	0.0958904	1.19512	0.0147493	0.484848	0	0	0	4.11111	0.00289855	2.28421	0.333333	1.77193	0.0320513	0.788288	0	0.627119	3.04094	5.55914	1.16	20.1864	15.7857	8.74	0.118721	0.0780142	0.0109649	107.952	49.5093	7.39247	1.42667	0.28692	0.0238095	10.5229	36.5	4.82508	0.465909	0.142857	1.32692	200.111	7.92667	5.2381	1.7483	11.6667	0	49.6667	4.06536	49.9369	0.233766	36.7719	0.162393	172.793	7.39333	
6175.41	SFG_R_7_1	127.477	0	63.7576	454.753	79.5814	165.359	9.94167	304.914	1.50427	72.9815	10.4	142.374	1.10811	0.431818	0.533333	5.05797	0.0238095	5.74444	0.0326797	1.62821	0.821705	6.16049	6.225	5	0.0634921	1.08	0.0188679	0.137566	0	70.9785	0.0992908	2.28283	0.471014	150.269	0.2	1.95238	0.546099	85.375	0.695035	166.062	0	0	0	0.0121212	0.00323625	0	0.00323625	0.0140845	0.013986	0.0111111	0.00595238	0.17094	0.0833333	0.666667	0.00411523	0.861111	5.32576	0.0416667	0.838951	0.387387	0.128205	88.7879	0.141026	39.5312	0	2.17143	0.30303	3.80808	0.0394737	1.61376	0	0.00258398	0.0138889	0.254902	0	0.00501253	0	0.138889	0	0	0	0.0343137	0	0.0519481	0	0.195402	0	0.0405405	0.00347222	0.307018	0.0285714	0.178862	0.109756	0.545455	0	0.0299625	0	0.0843882	0	0.116667	0	0.0436508	2.09583	0.65368	0.909804	0.220657	0.0909091	0.138095	0	3.64286	0.00462963	3.45714	0.00462963	0.00287356	0.153005	7.38967	0	6.25352	0.0047619	0	0	0.0169492	0	0.0467836	0.573477	5.36111	0.226337	0.475556	0.00687285	2.0137	3.06227	0.22381	0.12766	5.09722	0.03367	0.106667	0	1.125	0	4.87755	0	6.72	0.0194175	0.518519	0	3.41333	3.30818	18.42	0.00483092	14.6296	0.177305	9.78014	0.571429	40.8936	0	0.111111	0.0112994	0.0731707	0	0.0466667	7.7619	0.190476	0	3.16204	0	1.21905	0.132075	1.95238	0.318996	2.6347	0	0.277778	0.766667	4.44118	0.0833333	0.293651	1.56863	8.98925	0.371429	15.7778	0.482456	27.8365	1.525	24.4259	0.0314465	4.03788	0.108333	0.186667	0.863636	0.47807	0	0.0136054	0.154122	0.021164	0.268817	0.428571	0.0645161	0.142857	0.0769231	0	0	0.0105263	0.297872	0.004662	5.04065	0.14539	0.24	0.415584	0.105263	0.022831	0.567164	33.8106	4.33333	5.2987	14.8447	102.104	0.135021	14.0143	0.0772358	0.29304	28.0728	233.917	5.63596	6.84444	0.1625	0.16895	0.0102564	14.6078	12.8852	33.9074	0.0510204	12.6759	40.7371	89.5463	0.579125	2.62857	0.117021	0.151203	0.404167	11.2222	0.135021	9.05714	0.0185185	0.214286	9.9403	40.8762	
6953.83	SFG_L_7_2	372.243	63.7576	0	3.58333	600.215	4.75	88.3048	0.72	0.134328	0.627907	0.105691	9.87805	0.0124611	0	117.421	0.0942029	6.89286	0.0141844	40.4861	0.00406504	159.373	0.00803213	185.704	0.282609	25.8596	0.144928	1.52083	0	29.8	0	19.1839	0.00966184	107.726	0.130719	13.9556	0.020202	95.5977	0.0653595	265.989	0.0377358	0	0	0.0030581	0	0	0	0	0	0.0227273	0	0.666667	0	1.44086	0.00766284	0.0542636	0.0113636	0.326861	0	0.133333	0.268939	41.8854	0.0679012	105.083	0.0114943	0.00617284	0.00724638	0.0147059	0.0162602	0.0588235	0.126582	2.03509	0	4.51042	0	1.05263	0	0.854902	0	1.17117	0	3.40404	0	0.563063	0	0.169399	0	2.4386	0.0035461	4.28639	0	2.09524	0.00611621	0.584541	0.00411523	2.91919	0	1.12346	0.00330033	3.03846	0	0.661538	0.00333333	5.85024	0.00411523	0.262963	0.244444	1.51082	0.0606061	0.00387597	0.00421941	0	0	0	0	0.047619	0.024055	0	0.0675105	0	0	1.06322	0	0.0517241	0	0.961905	0.100358	0.0676328	0.0347222	0.517413	0.0543478	1.65196	0.0695971	0.497585	0.0724638	1.3662	0	0.481481	0	0.904762	0.0047619	3.36	0.0138889	0.624413	0	7.74306	0.003663	0.126667	0.0390071	0.0218579	0.00260417	2.59111	0.0170068	0.00623053	0.0208333	0.208333	0	0.300654	0	0.037037	0	1.89216	0.102564	9.33333	0.0289855	0.361905	0	32.0381	0	45.2523	0.0035461	0.949495	0	187.101	0.00617284	0	0	0.0438596	2.18605	0	0.0294118	0.0555556	0.00207039	0.0185185	0.027027	0	0	0	0	0.352713	1.04472	0.121951	0.003367	7.80769	0	0.329317	0.3379	1.61842	0	2.14719	0	0	0	13.6667	0.003367	0.561224	0.785714	4.36889	0.00884956	3.14612	0	0.40113	0.833333	3.64516	0.185654	37.3595	4.74074	2.53595	0.00414079	0.00411523	0.00205761	200.5	10.0792	6.20635	0.25641	1.63596	0.0562771	6.19728	7.20202	24.7857	0.253623	0.761905	1.11538	223.547	2.04487	3.43243	0.186992	3.14	0	23.8426	1.97436	19.1892	0.314465	12.6667	0.0897436	132.111	2.98077	
4296.08	SFG_R_7_2	29.7778	454.753	3.58333	0	2.71852	168.154	0.0151515	346.988	0.00424628	5.93333	3.325	5.7957	0.333333	0.0192308	0.174603	141.315	0	8.82759	0.00653595	26.5278	0.0884354	26.0128	0.492064	47.6667	0	44.463	0	0.0297619	0	95.0444	0	5.79012	0.0694444	245.736	0.047619	2.82292	0.0816327	63.2556	0.0952381	162.578	0	0	0	0.00724638	0	0	0	0.00595238	0	0	0	0.111111	0.0117647	0.794872	0	0.814815	0.560606	0.0340136	0.0909091	0	0.02	72.6458	0.00813008	55.619	0	0	0	0	0	0.201058	0	0	0.00653595	0.0775194	0	0	0	0.0540541	0	0.00574713	0	0.0531401	0	0.0116279	0	0.208333	0	0.0144928	0	0.0153257	0.0030303	0.0722892	0.0160643	0.00724638	0	0.0229885	0	0.0900901	0	0.106481	0	0.015873	0.0476191	0	0.189922	0.0571429	0.0138889	0.0571429	0	0	0	0	0	0	0.00546448	0.00438596	0	0.0687831	0	0	0	0.0273224	0	0.0163934	0.077193	2.75117	0	0.211712	0	0.90411	0.483516	0.130435	0.0175439	2.87793	0.0057971	0.142076	0	0.712644	0	4.7483	0	6.12418	0	0.291667	0	3.62745	0.00574713	0.0990991	0	0.0128205	0.0355987	0.135965	0	0	0	0.108696	0	0.151515	0	0.104167	1.12821	0.0408163	0	1.69014	0	0.685714	0	1.21905	0.0245614	1.67136	0	0.037037	0.0326797	2.56566	0	0	0.025641	0	0.025641	0	0.00401606	0	0.897436	0	0	0	0	0	0.113636	0.0900901	0	0	0.0105263	0.00220751	0.0694444	0.0966184	0.012945	0.0168776	0.0285714	0	0	0.00833333	0.0448718	0	0.686747	0.0384615	0.0359477	0.171053	0.0160256	0.0042735	0.00401606	4.13333	0.0682731	0.27957	1.44815	13.7644	0.00401606	0	0.0123457	0.00595238	2.55185	37.6788	0.255144	0.33871	0.037037	0.197917	0	0.0775194	1.85714	21.3333	0.00378788	0.0833333	1.25379	1.7193	0.107843	0.0720721	0.00378788	0	0.0816327	0.0217391	0.00401606	0.0232558	0	0.0155039	0.201878	0.425926	
8815.71	SFG_L_7_3	25.8772	79.5814	600.215	2.71852	0	90.4884	0.256944	0.0731707	0.0966184	0.142857	298.052	55.2833	260.978	38.175	331.685	0.0873016	0.708333	0.0217391	191.406	0.113636	123.778	0.123188	39.6667	0.0888889	0.0555556	0	25.358	2.48485	4.73077	0.0070922	14.7738	0.0496454	140.391	2.91156	117.615	0.346939	154.722	1.92	126.833	0.132075	0	0.115942	0.00611621	0	0.00469484	0	0.0070922	0.0163934	0.0313726	0.128788	24	0	0.0281124	0	0.0136054	0.00396825	0.487179	0	0.205128	0.0786517	4.97059	0.166667	2.28125	0	0.0760234	0.0401606	0.030303	0.0365854	0.0897436	0.278481	0.62037	0	4.66667	0	0.16895	0.00330033	0.630952	0	0.447059	0.00330033	1.64935	0.0037037	0.329412	0	0.0577778	0	0.81982	0.0037037	1.38519	0	2.48945	0.0133333	0.247059	0.0123457	1.30769	0.00647249	1	0.00660066	2.6125	0.00323625	0.267606	0.00647249	2.30268	0.00823045	0.182796	0.0491228	1.63203	0.0105263	0.00775194	0.0125	0	0	0	0	0.00444444	0	0.00512821	0.092827	0	0	0.314815	0	0.00343643	0	2.30918	0.340824	0.204762	0.0250896	0.656863	0.142857	3.00498	0.0518519	1.00483	0.280899	1.77934	0.010989	0.147541	0.014652	0.369048	0.0628019	1.16418	0.0761905	0.402778	0.00444444	3.20606	0.052381	0.195767	0.0833333	0.174863	0.0235294	2.83556	0.078125	0.761905	0.316384	0.145299	0	0.287582	0	0.0123457	0	1.76923	0.0518519	11.2857	0.191011	0.190476	0.0363636	17.7101	0.0493827	63.7559	0.150183	0.795699	0	113.787	0.113333	0.133333	0.0526316	4.09167	55.4123	0.0808081	0.21875	0.173333	0.210526	0	0.020202	0.0227273	0.169591	1.64167	0.62963	0.297189	0.585366	0.713726	0.00512821	9.86752	0.00892857	0.107143	0.16895	2.42857	0.00862069	2.57018	0	0.0042735	0	16.6923	0.00252525	0.353952	0.415686	5.19556	0.0274914	3.6347	0	0.232804	1.36364	0.974359	0.35443	17.9321	1.34444	25.5697	0.0185185	0.0666667	0.0151515	159.489	18.7473	3.07306	0.559829	6.14815	0.114035	57.9216	3.35294	32.3731	0.825758	79.1795	3.2327	198.941	2.70476	2.30769	0.972868	42.0513	0.00925926	85.4123	2.36752	101.504	0.688596	100.833	0.522634	326.812	5.34545	
5445.23	SFG_R_7_3	2.20155	165.359	4.75	168.154	90.4884	0	0.0481481	5.29167	0.0611111	1.86395	18.1382	238.098	51.0325	112.949	0.507937	60.3333	0.00757576	0.0123457	4.44444	80.9167	11.3475	57.3333	2.8374	33.0238	0	0.297101	11.0139	42.2727	0.00724638	20.3214	1.38519	39.8272	0.355072	114.856	11.0213	63.6533	0.465278	62.4516	0.5625	4.23232	0.134921	0.0614035	0	0.318841	0	0.0181159	0.126984	0.0752688	0.0102881	0.0925926	0.305556	9.54321	0.214286	2.64286	0.0374532	1.10638	2.00758	0.779661	0.882576	0.404372	0.08	13.5285	0.0853658	1.96032	0	0.3	0.0251572	0.609756	0	0.806452	0	0.213115	0.00694444	0.418605	0	0.132275	0	0.268519	0	0.012945	0	0.852814	0	0.265918	0	2.15068	0	0.356164	0	0.608059	0.0124611	1.06584	0.0119048	0.458333	0	0.57037	0.00628931	1.54065	0	2.28455	0	0.812261	0.0699588	0.383333	1.98312	0.0619048	0.02	0.0801688	0	1.2381	0.00411523	1.12554	0.00411523	0	0.0218579	3.5865	0	2.73485	0.0047619	0	0	0.285714	0	0.169154	0.213768	12.2762	0.123457	1.75	0.0210526	4.01408	0.255556	1.26263	0.045614	11.7198	0.0330033	1.13615	0.00330033	4.21256	0.00505051	10.6013	0.00330033	17.9057	0.00660066	2.19524	0	9.67949	1.31667	6.03704	0.011236	2.78912	0.100358	9.84746	1.1954	23.761	0.00358423	0.643939	0.00564972	1.4697	0.0106383	0.456522	1.04869	1.23958	0.00595238	6.00483	0	2.62857	0	10.8646	0.204301	5.11111	0	0.224638	0.442177	11.8283	0.130719	1.88	5.38333	28.0417	1.80952	5.37931	0.275362	23.5714	0.0114943	0.690476	0.0070922	13.5119	2.6	2.98551	1.0814	0.225108	0.00952381	0.0753968	0.113475	0.0803213	0.336879	0.220779	0.0336134	0.412281	0.07	0	0	0.00421941	0.231579	0.0313726	2.54217	0.038961	0.0740741	3.92105	0.0693069	0.297778	0.0273224	15.7193	0.0916667	2.41111	2.39394	15.43	0.149758	11.6857	0.0617284	30.0263	5.40698	207.327	0.353909	3.62651	0.108434	46.3333	0.285714	51.9658	1.50562	50.8186	0.35119	139.009	4.81177	111.095	0.415873	1.675	0.308943	4.45614	0.736264	32.3889	0.425121	22.2768	0.419048	27.9837	2.68627	125.088	
4467.03	SFG_L_7_4	55.9829	9.94167	88.3048	0.0151515	0.256944	0.0481481	0	3.60417	469.568	90.4574	0	0	0.015873	0.00757576	0	0	7.20988	0.00421941	0.00314465	0	0.162791	0	0.707071	0	73	0	0.00628931	0.0042735	5.09375	0	0.25	0	0.0740741	0	0.25	0.00469484	0.441176	0	10.5859	0	0	0	0	0	0	0	0	0	0.00757576	0	0.63964	0	192.208	1.19872	117	2.65359	0.741667	0.0576923	32.1154	0.410628	65.0521	0	191.097	0.448718	0.00595238	0.0748299	0.0138889	9.36364	0.0793651	0.181435	1.13095	0	0.212963	0	0.613095	0	0.112676	0	0.468927	0	1.60656	0	0.280193	0	0.220339	0	1.27381	0	2.78431	0.00421941	0.424731	0	0.446078	0.00813008	1.44271	0	0.619048	0	1.46032	0	0.620513	0	5.9403	0	0.173333	0.488372	0.24	0.285088	0	0	0	0	0.00238095	0	0	0.132184	0	0.0822511	0.00238095	0	0.770115	0	0.0344828	0	0.0347222	0.232067	0	0.115226	0.113333	0.0138889	0.173333	0.030303	0.0252525	0.0217391	0.178082	0	0.581699	0	0.782313	0	1.9932	0.003663	0.622642	0	3.05674	0.003663	0.014881	0.270042	0.00687285	0.0614035	0.457265	0.0486891	0.00326797	0	0.117117	0.0266667	0.0784314	0	0.0378788	0	0.673611	0.0599251	0.551111	0	0.245098	0	15.213	0	2.70042	0.00362319	0.0464135	0	22.1204	0	0.00326797	0.00350877	0	0	0	0	0.0686275	0	0	0.010101	0	0	0	0	0.20202	0.51004	0.00241546	0.00673401	0.7173	0.010101	0.17193	0.247748	0.226496	0.035461	0.275	0	0	0	1.39583	0.0035461	0.415771	0.468992	0.747863	0.0421053	0.422222	0	0.635802	2.2924	9.17204	0.333333	51.386	9.98198	0.159204	0.0289855	0.00740741	0.00396825	115.962	19.1757	11.1774	0.354978	0.0813008	0.0570175	1.07407	2.91667	26.2604	0.113553	0.0428571	0.160256	317.069	18.3	8.6	7.79333	0.0724638	0.0182648	8.15238	11.1565	4.01905	3.57639	1.35238	0.164557	76.8333	17.0952	
5379.83	SFG_R_7_4	4.88636	304.914	0.72	346.988	0.0731707	5.29167	3.60417	0	7.86667	328.083	0.00833333	0	0	0.559322	0	6.71667	0	33.7531	0	0.0620155	0.00623053	0.614815	0	28.0317	0.00584795	194.064	0	0.456989	0	113.767	0	0.876812	0	40.2151	0.00623053	0.617021	0	6.30303	0	205.419	0	0	0	0.0493827	0	0.00505051	0	0.00505051	0.002331	0	0	0.0545455	0.28	14.6952	0.0980392	156.542	0.520147	3.74242	0.18315	16.2899	0	97.1146	0.0763889	312.979	0	0.020202	0.231884	0	0	0.026455	0	0	0	0.101852	0	0.00462963	0	0.00813008	0	0	0	0.0260417	0	0.00362319	0	0.146199	0	0.0026455	0	0.0042735	0.0031746	0.0396825	0	0.0042735	0	0.00732601	0	0.0454545	0	0.0656566	0	0.0128205	0.031746	0	0.0786517	0.0193237	0.0140351	0.0153257	0	0	0	0	0	0	0	0	0	0.00595238	0	0	0	0	0	0.0308642	0.0549828	2.18018	0	0.236842	0.00564972	0.72	0.203704	2.88889	0.0105263	1.98174	0	0.0595238	0.00326797	0.421384	0	1.14583	0	1.44218	0.00326797	0.25641	0	0.333333	0.0308642	0.131579	0.0246914	0	0.00694444	0.0946502	0.00694444	0	0	0.025641	0	0.0162602	0.00584795	0.0378788	0.452899	3.72222	0	1.21918	0	0.461538	0.00574713	0.623932	0	1.52252	0	0.148148	0.00574713	1.53153	0	0	0	0	0	0	0.00775194	0	0.516667	0	0.0598291	0	0	0	0.162602	0.162037	0	0.00190476	0.00223714	0.00380952	0.103093	0.251208	0.0045977	0.0164609	0	0	0	0.00416667	0.00223714	0.002331	0.317073	0.0299145	0.0164319	0.158333	0.00231481	0.0123457	0.0353535	62.3333	0.0481928	0.0491803	1.31086	124.622	0.00775194	0.00181159	0.002331	0.002331	1.59176	182.976	0.0784314	0.0860215	0.002331	0.0288066	0.00854701	0.131313	0.802198	38.819	0	0.00456621	3.09048	7.51429	0.0666667	3.39216	0	0	0.022792	0.262626	0.00775194	0.0416667	0	0	0.15625	1.06061	
