subject,control_change,training_change,mid_training_change,training_vs_control,baseline_value
1,0.014942921930342856,-0.006482218808607887,0.008998907229333275,-0.021425140738950743,0.7768713830515878
10,-0.00023028765977572974,0.0028227705840718764,-0.016879007336780716,0.003053058243847606,0.8059154174186229
11,-0.004876297602379287,0.006808069769301928,0.0057272749017279745,0.011684367371681215,0.785759418965739
12,-0.04925971307176258,0.012378048009920595,0.024692831111536417,0.06163776108168317,0.7638897831644731
13,-0.0021146911271291424,-0.02653412903567809,0.0021152345504701353,-0.024419437908548947,0.7872361821495429
14,0.00020492232405555644,0.04523941255656272,0.03135243585556813,0.04503449023250716,0.8168704831398269
16,0.016284296768406814,-0.004547607641635643,-0.01931062564972741,-0.020831904410042457,0.7740664842097644
17,-0.030938643826539436,0.017054857747549113,-0.01024908412576564,0.04799350157408855,0.7730728869553225
18,-0.01885031926000258,0.02506557950026833,0.012792955814180273,0.04391589876027091,0.7615289012103119
19,-0.00670257966072485,-0.007256274036300914,-0.015050427487675488,-0.0005536943755760637,0.8046323407422686
2,-0.032760308944999705,0.027229945804721822,0.026243260966357096,0.05999025474972153,0.8435875505709989
20,0.018310618827694913,0.01178614756850993,-0.0138896535530878,-0.006524471259184983,0.7912150935458149
21,-0.02442683851294214,0.03979886950749745,0.03424094298903957,0.06422570802043959,0.7660599764771051
22,-0.015556541159058801,-0.002585415721497286,0.01190614657468092,0.012971125437561515,0.7605409497419795
3,-0.011601108928910753,-0.002970873960869702,-0.004495867898163808,0.00863023496804105,0.7815573315115525
4,-0.02150070827653927,-0.007987674731682937,-0.008913916848049874,0.013513033544856334,0.8420537289099456
5,0.005026795587143917,0.008370616707589651,-0.027917720249378886,0.0033438211204457335,0.7702443859148576
6,0.005432925170044678,0.015313134286804031,0.014994651101971623,0.009880209116759353,0.82342452044962
7,-0.0004425572339673556,-0.01868130738200835,-0.011287251527446585,-0.018238750148040994,0.8038797372836968
8,-0.005844179834234353,-0.006922964639041518,0.017380523527260938,-0.0010787848048071647,0.7975770695639279
9,0.005817204281661548,0.01448775183862372,0.0078077599093303585,0.008670547556962171,0.8307696921413977
