subject,timepoint,node,degree,strength,eigenvector_centrality,betweenness,local_efficiency,clustering
1,1,86,1530.99145467,1530.99145467,,0.005252592840414854,0.8879103841277559,0.0009639006068188162
1,1,87,1763.280009975,1763.280009975,,0.005520240883238541,0.8879103841277559,0.0010265442175810772
1,1,88,1648.558956785,1648.558956785,,0.002910672465707595,0.8879103841277559,0.0012723533794564159
1,1,89,1581.85397621,1581.85397621,,0.009969889595182337,0.8879103841277559,0.0011700448130413637
1,1,90,1330.277959635,1330.277959635,,0.0025092004014720644,0.8879103841277559,0.001013799540359616
1,1,91,1107.50838205,1107.50838205,,0.00234192037470726,0.8879103841277559,0.0015019369439036488
1,1,92,971.32609341,971.32609341,,0.00043492806958849117,0.8879103841277559,0.0014360241974577333
1,1,93,1002.77498073,1002.77498073,,0.001789896286383406,0.8879103841277559,0.001008976969810831
1,1,94,982.107285365,982.107285365,,0.014620274339243896,0.8879103841277559,0.000473622954042879
1,1,95,1099.750819405,1099.750819405,,0.007494145199063232,0.8879103841277559,0.0005390763289829854
1,1,96,1309.9431838599999,1309.9431838599999,,0.003312144529943125,0.8879103841277559,0.0008255711159841336
1,1,97,1423.7693771049999,1423.7693771049999,,0.0027768484442957514,0.8879103841277559,0.0007797284892636682
1,1,98,1449.3333857,1449.3333857,,0.010270993643358983,0.8879103841277559,0.0006322992042435732
1,1,99,1164.41466916,1164.41466916,,0.0040481766477082634,0.8879103841277559,0.000558962044804195
1,1,100,1067.47979192,1067.47979192,,0.0023084643693542994,0.8879103841277559,0.0004697296425428181
1,1,101,2591.262409475,2591.262409475,,0.001405152224824356,0.8879103841277559,0.0020573007280396648
1,1,102,3839.932306075,3839.932306075,,0.000351288056206089,0.8879103841277559,0.002850239643762507
1,1,103,3346.37153342,3346.37153342,,0.0022750083640013384,0.8879103841277559,0.0018419812754195497
1,1,104,3305.500223445,3305.500223445,,0.02767926842868295,0.8879103841277559,0.0014239105365812384
1,1,105,2839.40287426,2839.40287426,,0.002877216460354634,0.8879103841277559,0.0012715030345083619
1,1,106,2442.340695945,2442.340695945,,0.004248912679826029,0.8879103841277559,0.0012762139635901385
1,1,107,1541.093004435,1541.093004435,,0.0040481766477082634,0.8879103841277559,0.001395817490475254
1,1,108,750.616483605,750.616483605,,0.005704248912679826,0.8879103841277559,0.001430191497615683
1,1,109,825.682662235,825.682662235,,0.008899297423887589,0.8879103841277559,0.0012786909984179673
1,1,110,808.204725735,808.204725735,,0.005637336901973905,0.8879103841277559,0.0012884016359289313
1,1,111,817.812418005,817.812418005,,0.0140180662428906,0.8879103841277559,0.0012067916876687312
1,1,112,654.27449816,654.27449816,,0.01681164268986283,0.8879103841277559,0.0012816615301808503
1,1,113,497.670611625,497.670611625,,0.005921712947474072,0.8879103841277559,0.0009553826134806009
1,1,114,591.80164875,591.80164875,,0.0072766811642689866,0.8879103841277559,0.0010117407298373237
1,1,115,660.675185835,660.675185835,,0.005486784877885581,0.8879103841277559,0.00109741902687836
1,1,116,817.23136168,817.23136168,,0.0021244563399130147,0.8879103841277559,0.0015572217043120715
1,1,117,894.874965105,894.874965105,,0.0018400802944128472,0.8879103841277559,0.0016262873181780622
1,1,118,520.755313895,520.755313895,,0.004600200736032118,0.8879103841277559,0.0015374394303931942
1,1,119,912.4122047550001,912.4122047550001,,0.004851120776179324,0.8879103841277559,0.0007694245155273326
1,1,120,1055.643220135,1055.643220135,,0.0022080963532954165,0.8879103841277559,0.0004697718652803392
1,1,121,757.935186215,757.935186215,,0.0017397122783539647,0.8879103841277559,0.0002589888724090167
1,1,122,847.62074545,847.62074545,,0.0017397122783539647,0.8879103841277559,0.0002722288135964594
1,1,123,1749.36624037,1749.36624037,,0.0024757443961191034,0.8879103841277559,0.00185643062798595
1,1,124,2757.660969575,2757.660969575,,0.00013382402141184343,0.8879103841277559,0.0025154804346257205
1,1,125,2212.208788305,2212.208788305,,6.691201070592172e-05,0.8879103841277559,0.002086078319456187
1,1,126,1749.982674015,1749.982674015,,0.0010036801605888257,0.8879103841277559,0.0019727592858650275
1,1,127,1791.9768463550001,1791.9768463550001,,0.0025426564068250254,0.8879103841277559,0.001461907800553613
1,1,128,1329.29004019,1329.29004019,,0.008029441284710606,0.8879103841277559,0.0006667631798560246
1,1,129,1434.960580265,1434.960580265,,0.013415858146537304,0.8879103841277559,0.00149401628211217
1,1,130,1930.6457450999999,1930.6457450999999,,0.000936768149882904,0.8879103841277559,0.0021110085426896776
1,1,131,1706.75549899,1706.75549899,,0.0015724322515891604,0.8879103841277559,0.001448578938924521
1,1,132,1918.944494805,1918.944494805,,0.0024757443961191034,0.8879103841277559,0.0010344449994207669
1,1,133,2796.580466815,2796.580466815,,0.000702576112412178,0.8879103841277559,0.0018298835665793041
1,1,134,2337.904612245,2337.904612245,,0.00030110404817664774,0.8879103841277559,0.0019351424842824548
1,1,135,1599.16443609,1599.16443609,,0.00622281699565072,0.8879103841277559,0.0006837501801864786
1,1,136,1664.46223306,1664.46223306,,0.006457009033121445,0.8879103841277559,0.0006375351683295481
1,1,137,1772.42243951,1772.42243951,,0.007159585145533624,0.8879103841277559,0.000653944505532806
1,1,138,1768.4050704,1768.4050704,,0.002626296420207427,0.8879103841277559,0.0006515607355209562
1,1,139,2169.72730043,2169.72730043,,0.013198394111743058,0.8879103841277559,0.0005653775139360267
1,1,140,2448.248734815,2448.248734815,,0.007243225158916026,0.8879103841277559,0.000824613482708668
1,1,141,2567.161600085,2567.161600085,,0.000585480093676815,0.8879103841277559,0.0011384041756974245
1,1,142,2041.3273602499999,2041.3273602499999,,0.0012378721980595517,0.8879103841277559,0.0011254554019110147
1,1,143,1262.703113895,1262.703113895,,0.0004014720642355303,0.8879103841277559,0.000491036111070536
1,1,144,1355.55165494,1355.55165494,,0.007711609233857478,0.8879103841277559,0.0006332675863735594
1,1,145,1050.905452075,1050.905452075,,0.002843760455001673,0.8879103841277559,0.0010514461817336957
1,1,146,1247.147189465,1247.147189465,,6.691201070592172e-05,0.8879103841277559,0.0019345539596509103
1,1,147,1192.4620083,1192.4620083,,0.000585480093676815,0.8879103841277559,0.0018655537482802844
1,1,148,744.631000075,744.631000075,,0.007243225158916026,0.8879103841277559,0.001490634090436642
1,1,149,1868.40368838,1868.40368838,,0.002843760455001673,0.8879103841277559,0.002312099570580126
1,1,150,2897.42900668,2897.42900668,,0.0005018400802944129,0.8879103841277559,0.0034064168510766347
1,1,151,1817.644833885,1817.644833885,,0.0001672800267648043,0.8879103841277559,0.0024538086593660804
1,1,152,802.81487252,802.81487252,,0.0010036801605888257,0.8879103841277559,0.0012759873877566615
